sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
1707741:2	The food was average or above including some surprising tasty dishes .	food	food quality	neutral	food quality neutral	no	0	0
1707741:2	The food was average or above including some surprising tasty dishes .	dishes	food quality	negative	food quality negative	no	0	0
1707741:2	The food was average or above including some surprising tasty dishes .	dishes	food quality	positive	food quality positive	yes	11	12
1707741:2	The food was average or above including some surprising tasty dishes .	dishes	food quality	neutral	food quality neutral	no	0	0
1707741:3	Service was also very good .	Service	service general	negative	service general negative	no	0	0
1707741:3	Service was also very good .	Service	service general	positive	service general positive	yes	1	2
1707741:3	Service was also very good .	Service	service general	neutral	service general neutral	no	0	0
1707741:4	I would go back .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1707741:4	I would go back .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1707741:4	I would go back .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1710746:0	I got an excellent piece of cheesecake and we had several other nice pastries .	cheesecake	food quality	negative	food quality negative	no	0	0
1710746:0	I got an excellent piece of cheesecake and we had several other nice pastries .	cheesecake	food quality	positive	food quality positive	yes	7	8
1710746:0	I got an excellent piece of cheesecake and we had several other nice pastries .	cheesecake	food quality	neutral	food quality neutral	no	0	0
1710746:0	I got an excellent piece of cheesecake and we had several other nice pastries .	pastries	food quality	negative	food quality negative	no	0	0
1710746:0	I got an excellent piece of cheesecake and we had several other nice pastries .	pastries	food quality	positive	food quality positive	yes	14	15
1710746:0	I got an excellent piece of cheesecake and we had several other nice pastries .	pastries	food quality	neutral	food quality neutral	no	0	0
1710746:1	I would recommend Roxy 's for that , but not for their food .	food	food quality	negative	food quality negative	yes	13	14
1710746:1	I would recommend Roxy 's for that , but not for their food .	food	food quality	positive	food quality positive	no	0	0
1710746:1	I would recommend Roxy 's for that , but not for their food .	food	food quality	neutral	food quality neutral	no	0	0
1710746:1	I would recommend Roxy 's for that , but not for their food .	NULL	food quality	negative	food quality negative	no	0	0
1710746:1	I would recommend Roxy 's for that , but not for their food .	NULL	food quality	positive	food quality positive	yes	0	0
1710746:1	I would recommend Roxy 's for that , but not for their food .	NULL	food quality	neutral	food quality neutral	no	0	0
1710746:2	My son and his girlfriend both wanted cheeseburgers and they were huge !	cheeseburgers	food style_options	negative	food style_options negative	no	0	0
1710746:2	My son and his girlfriend both wanted cheeseburgers and they were huge !	cheeseburgers	food style_options	positive	food style_options positive	no	0	0
1710746:2	My son and his girlfriend both wanted cheeseburgers and they were huge !	cheeseburgers	food style_options	neutral	food style_options neutral	yes	8	9
1710746:3	But , they were too big for the bun .	NULL	food style_options	negative	food style_options negative	yes	0	0
1710746:3	But , they were too big for the bun .	NULL	food style_options	positive	food style_options positive	no	0	0
1710746:3	But , they were too big for the bun .	NULL	food style_options	neutral	food style_options neutral	no	0	0
1710746:4	Consequently , their burgers fell apart in their hands and made such a mess that they did 'nt feel like finishing them .	burgers	food style_options	negative	food style_options negative	yes	4	5
1710746:4	Consequently , their burgers fell apart in their hands and made such a mess that they did 'nt feel like finishing them .	burgers	food style_options	positive	food style_options positive	no	0	0
1710746:4	Consequently , their burgers fell apart in their hands and made such a mess that they did 'nt feel like finishing them .	burgers	food style_options	neutral	food style_options neutral	no	0	0
1710746:5	Also they were  $15 each !	NULL	food prices	negative	food prices negative	yes	0	0
1710746:5	Also they were  $15 each !	NULL	food prices	positive	food prices positive	no	0	0
1710746:5	Also they were  $15 each !	NULL	food prices	neutral	food prices neutral	no	0	0
1710746:6	I had a huge pastrami sandwich on a roll .	pastrami sandwich on a roll	food style_options	negative	food style_options negative	no	0	0
1710746:6	I had a huge pastrami sandwich on a roll .	pastrami sandwich on a roll	food style_options	positive	food style_options positive	no	0	0
1710746:6	I had a huge pastrami sandwich on a roll .	pastrami sandwich on a roll	food style_options	neutral	food style_options neutral	yes	5	10
1710746:7	It was  $14 not really bad for a pound of Pastrami-but it didn 't have much taste-I 've had better for less elsewhere !	NULL	food prices	negative	food prices negative	no	0	0
1710746:7	It was  $14 not really bad for a pound of Pastrami-but it didn 't have much taste-I 've had better for less elsewhere !	NULL	food prices	positive	food prices positive	no	0	0
1710746:7	It was  $14 not really bad for a pound of Pastrami-but it didn 't have much taste-I 've had better for less elsewhere !	NULL	food prices	neutral	food prices neutral	yes	0	0
1710746:7	It was  $14 not really bad for a pound of Pastrami-but it didn 't have much taste-I 've had better for less elsewhere !	NULL	food quality	negative	food quality negative	yes	0	0
1710746:7	It was  $14 not really bad for a pound of Pastrami-but it didn 't have much taste-I 've had better for less elsewhere !	NULL	food quality	positive	food quality positive	no	0	0
1710746:7	It was  $14 not really bad for a pound of Pastrami-but it didn 't have much taste-I 've had better for less elsewhere !	NULL	food quality	neutral	food quality neutral	no	0	0
1713185:0	This place is really trendi but they have forgotten about the most important part of a  restaurant , the food .	food	food quality	negative	food quality negative	yes	21	22
1713185:0	This place is really trendi but they have forgotten about the most important part of a  restaurant , the food .	food	food quality	positive	food quality positive	no	0	0
1713185:0	This place is really trendi but they have forgotten about the most important part of a  restaurant , the food .	food	food quality	neutral	food quality neutral	no	0	0
1713185:0	This place is really trendi but they have forgotten about the most important part of a  restaurant , the food .	place	ambience general	negative	ambience general negative	no	0	0
1713185:0	This place is really trendi but they have forgotten about the most important part of a  restaurant , the food .	place	ambience general	positive	ambience general positive	yes	2	3
1713185:0	This place is really trendi but they have forgotten about the most important part of a  restaurant , the food .	place	ambience general	neutral	ambience general neutral	no	0	0
1713185:1	The last two times I ordered from here my food was soo spicy that  I could barely eat it , and the spice took away from the flavor of the dish .	food	food quality	negative	food quality negative	yes	10	11
